,Easting(m),Northing(m),Elevation(m)
0,409676.25,3759467.5,270.0
1,409115.9062,3760606.0,186.0
2,408308.3125,3762636.0,193.0
3,407060.0625,3764207.5,233.0
4,406032.7187,3765993.25,90.0
5,404320.5313,3768826.25,75.0
