,Easting(m),Northing(m),Elevation(m)
0,231702.1875,3809420.4063,-146.0098
1,231076.625,3809473.1094,-83.7439
2,230451.0938,3809525.8125,-215.1487
3,229826.9375,3809355.9063,-346.6863
4,229202.8125,3809185.9844,-232.261
5,228703.625,3809030.8437,-109.3511
6,228204.4063,3808875.7031,-128.951
7,227457.875,3808285.1562,-381.4896
8,226708.75,3808107.3125,-425.9159
