,Easting(m),Northing(m),Elevation(m)
0,600300.9375,3711694.25,31.0
1,598792.3438,3713813.25,100.0
2,597777.6094,3715627.9062,171.5
3,596397.25,3717068.0,182.0
4,594882.75,3718754.25,243.0
5,593444.125,3719579.25,305.0
6,591899.9375,3720960.25,321.0
7,590091.1875,3723046.5,315.0
8,589267.9375,3725064.0,305.0
9,587361.8125,3727736.1563,100.0
