,Easting(m),Northing(m),Elevation(m)
0,574055.375,3686943.0,340.2331
1,573034.0,3687738.0,225.3539
2,572331.3906,3688280.6875,183.93
3,571486.8125,3689015.4688,191.7323
4,570537.2187,3689855.8125,189.7438
5,569802.5156,3690497.0625,187.303
6,569006.375,3691185.0938,190.8041
7,567814.6719,3692238.3437,196.2129
8,566440.125,3693357.4375,216.3989
9,565191.2656,3694070.1563,238.7028
10,564162.875,3694525.3437,242.9808
11,562872.3906,3694942.25,250.6773
12,561601.5312,3695219.125,301.6649
